Location,Latitude,Longitude
"Shanghai Shi, Shandong Sheng, Liaoning Sheng, Jiangsu Sheng, Zhejiang Sheng",30.2655499,120.1536
"San José de Ocoa, Peravia, San Cristobal, Santo Domingo provinces",18.2786594,-70.33358869999999
Hirat province,34.1768743,61.700565
"Cazenga, Samba, Sambizanga boroughs (Luanda district, Luanda province), Cacuaco, Viana districts (Luand province)",-8.8343917,13.2952096
"Cunene, Uige, Huambo, Benguela, Moxico, Cuando Cubango,Namibe, Lunda Sul, Lunda Norte, Malanje, Luanda, Zaire provinces",-7.6102105,15.0615865
"San Martin de Los Andes town (Lacar district, Neuquen province), Bariloche district (Rio Negro province), Chubut province",-40.1572103,-71.3524436
"Fitzroy Crossing area (Derby-West Kimberley district, Western Australia province), Warmum area (Halls Creek district, Western Australia province)",-18.19797,125.5670892
Nyabikere district (Karuzi province),-3.2635423,30.1156226
"Ngagara, Cibitoke, Kinama districts (Bujumbura Mairie province)",-3.3256966,29.3791587
"Nyanza Lac (Makamba province); Rumonge (Bururi province); Citiboke, Bujumbura town, Bujumbura Rural provinces; Bubanza, Makamba",-4.340696299999999,29.6027274
"Kiewit village (Limburg district, Vlaams Gewest province)",50.96239,5.35609
"Tubize and Rebecq cities (Brabant wallon district), Eupen, Pepinster, Theux cities (Liege district), Rochefort, Dinant, Couvin cities (Namur district), Arlon city (Luxembourg district) (Region wallonne province) ",50.66227809999999,4.132533599999999
"Lokossa, Athieme, Bopa districts (Mono province), Cotonou district (Littoral province)",6.591543499999999,1.6809283
"Cox's Bazar, Chittagong, Bandarban districts (Chittagong province), Satkhira, Jessore, Narail, Bagerhat, Chuadanga, Kushtia districts (Khulna province), Bogra, Sirajganj, Pabna, Naogaon districts (Rajshahi province), Lalmonirhat, Thakurgaon, Kurigram, Gaibandha districts (Rangpur province), Sherpur, Netrakona, Rajbari, Manikganj districts (Dhaka province)",23.8906995,89.1099368
"Barguna district (Barisal province), Nazirpur upazila (Pirojpur district, Barisal province), Gaibandha, Kurigram, Thakurgaon, Dinajpur districts (Rangpur province), Gabura city (Rangpur district, Rangpur province), Domar upazila (Nilphamari district, Rangpur province), Tetulia upazila (Panchagarh district, Rangpur province), Dakope upazila (Khulna district, Khulna province), Kushtia, Chuadanga districts (Khulna province), Kalaroa upazila (Satkhira district, Khulna province), Tarail upazila (Kishoreganj district, Dhaka province), Manikganj, Sherpur districts (Dhaka province), Sirajganj, Rajshahi districts (Rajshahi province), Ishwardi city (Pabna district, Rajshahi province)",25.7493938,89.26108649999999
,,
"La Paz city (Murillo province, La Paz department)",-16.489689,-68.11929359999999
"Paro, Thimphu provinces",27.4315743,89.6507601
"Chobe, Ngamiland provinces",,
"Ombella-Mpoko, Lobaye (Limbo region); Sékia, Bokélo, Mondoli, Monza, Bokassi, Nzinga, Sedale",4.038521,17.4795173
"Goderich town (Huron district, Ontario province)",43.7428345,-81.7138942
"Manitoba, Saskatchewan, Quebec, Alberta provinces",46.8130816,-71.20745959999999
"Futrono, Lago Ranco, Rio Bueno towns (Ranco district, Los Rios province)",-40.1291435,-72.38787769999999
"Lonquimay villages (Malleco districts, Araucania province), Cunco, Curarrehue, Pucon, Villarrica, Vilcun villages (Cautin district, Araucania province), Biobio province",-39.2722541,-71.9776285
Maule province,-35.5183364,-71.6884912
"Foshan, Dongguan, Zhongshan districts (Guangdong Sheng province)",22.5159499,113.3926
"Pingyuanzhen village (Yingjiang area, Dehong Dai and Jingpo district, Yunnan Sheng province)",24.70668,97.92678
"Pingyuanzhen village (Yingjiang area, Dehong Dai and Jingpo district, Yunnan Sheng province)",24.70668,97.92678
Yunnan Sheng province,25.0452999,102.7097299
"Shigatse, Shannan districts (Xizang Zizhiqu province)",29.2370499,91.77313
"Wenchengzhen village (Yushan Xian area, Shangrao district, Jiangxi Sheng province), Fengcheng area (Yichun district, Jiangxi Sheng province), Wangmo area (Qianxinan Buyei and Miao district, Guizhou Sheng province), Luaihua, Loudi, Xiangxi Tujia and Miao districts (Hunan Sheng province)",28.65165,118.20776
"Luojiang area (Deyang district, Sichuan Sheng province)",31.3168099,104.51021
"Lueyang area (Hanzhong district, Shaanxi Sheng province)",33.3273299,106.1566
"Xianning district (Hubei Sheng province), Guangdong Sheng province",29.8412599,114.32245
"Sichuan Sheng, Jiangxi Sheng, Guizhou Sheng, Yunnan Sheng, Anhui Sheng, Hunan Sheng, Hubei Sheng, Guangxi Zhuangzu Zizhiqu provinces",24.3255257,109.4154583
,,
"Brazzaville, Cuvette, Likouala, Plateaux, Sangha, Pool",-4.2744405,15.2812803
"Brazzaville, Pointe Noire, Pool",-4.7691623,11.866362
"Pointe Noire, Bouenza",-4.7691623,11.866362
"Pforzheim (Kalsruhe district), Wertheim, Waiblingen cities (Stuttgart district) (Bade-Wurtemberg province), Wuzrburg, Passeau city (Niederbayern district, Bayern province), Coblence, Treves, Cochem (Rheinland-Pfalz province), Essen city (Duesseldorf district), Bonn city (Koeln district), Bochum city (Arnsberg district) (Nordrhein-Westfalen province) ; Saxe-Anhalt, Brandenburg, Thueringen provinces ",50.3569429,7.5889959
"Dajabon, Monte Plata, Puerto Plata, San Cristobal, San Pedro de Macoris, Sanchez Ramirez, Santiago provinces",18.8069496,-69.7852843
"Azua, Baoruco, Barahona, Dajabon, Distrito Nacional, Duarte, El Seibo, Elias Pina, Espaillat, Hato Mayor, Independencia, La Altagracia, La Romana, La Vega, Maria Trinidad Sanches, Monsenor Nouel, Monte Cristi, Monte Plata, Pedernales, Peravia, Puerto Plata, Salcedo, Samana, San Cristobal, San José de Ocoa, San Juan, San Pedro de Macoris, Sanchez Ramirez, Santiago, Santiago Rodriguez, Santo Domingo, Valverde provinces",18.8766964,-71.7044138
"Lafama (Sucumbios district, Sucumbios province)",0.3661668,-77.6536125
"Lorca municipality (Murcia district, Region de Murcia)",37.9922399,-1.1306544
Eastern province,7.7853051,81.42789839999999
,,
Cuilapa district (Santa Rosa province),14.2772042,-90.297229
Petén province,16.912033,-90.2995785
Sud province,-2.5546618,29.6035495
"Hadiwarno, Jojo, Mejobo, Tenggeles, Kesambi, Golan, Sdanag, Pladen, Bulung Cangkring, Klaling, Sidorekso, Kedungdowo, Gamong, Papringan, Mijen, Karang Rowo, Mgawon, Ngembal Rajo, Manewan, Soco, Singocandi villages (Kudus district, Jawa Tengah province)",-6.7906967,110.8418808
"Legon Kulon, Sukasari, Pusakanegara, Pamanukan, Pusaka Jaya areas (Subang district, Jawa Barat)",-6.2918539,107.8971114
"Tangse area (Pidie district, Nangroe Aceh Darussalam province)",5.00935,95.910629
Garut district (Jawa Barat province),-7.227906,107.908699
Uttar Pradesh province,27.5705886,80.0981869
West Bengal province,22.9867569,87.8549755
"Delhi province, Allahabad, Pratapgarh, Jaunpur, Bara Banki districts (Uttar Pradesh province), Sundernagar city (Mandi district, Himachal Pradesh province), Bhuntar city (Kullu district, Himachal Pradesh province), Shimla, Solan districts (Himachal Pradesh province), Leh city ('40422' Jammu and Kashmir province), Qazigund city ('40425' Jammu and Kashmir province), Bihar province",31.8862368,77.1454911
"Mosul district (Ninewa province), Erbil, Sulaymaniyah, Kirkuk, Dahuk, Kerbala, Salah al-Din provinces",36.8632107,42.9884805
"Sizuokasi, Yaidusi, Sagaratyoo, Huziedasi, Simadasi, Kakegawasi, Haibaratyoo districts (Sizuola province), Tookyoo province",34.768823,137.9984128
"Botolan, Iba, San Antonio, San Felipe, San Marcelino areas (Zambales district, Region III (Central Luzon) province), Abucay, Bagac, Dinalupihan, Hermosa, Morong, Pilar, Samal areas (Bataan district, Region III (Central Luzon) province), Apalit, Arayat, Bacolor, Floridabanca, Guagua, Lubao, Masantol, Mexico, Minalin, San Luis, Sasmuan, Stanta Ana, Santo Thomas areas (Pampanga district, Region III (Central Luzon) province), Balagtas, Calumpit, Guiguinto, Marilao, Meycauayan, San Miguel areas (Bulacan district, Region III (Central Luzon) province), Calamba city (Laguna district, Region IV-A (Calabarzon) province)",15.0660307,120.0685217
"Santa Teresita area (Cagayan district, Region II (Cagayan Valley) province), Silang area (Cavite district, Region IV-A (Calabarzon) province), Santa Cruz, Bay, Los Banos, Santa Rosa, Calamba, Banan, San Pedro areas (Laguna district, Region IV-A (Calabarzon) province), Pasil area (Kalinga district, Cordillera Administrative region (CAR) province)",18.2459143,121.9131761
"Isabela, Nueva Vizcaya, Cagayan districts (Region II (Cagayan Valley) province), Quezon district (Region IV-A (Calabarzon) province), Albay, Camarines Sur, Catanduanes, Sorsogon districts (Region V (Bicol region) province), Negros Occidental district (Region VI (Western Visayas) province), Cordillera Administrative region (CAR), National Capital region (NCR), Region I (Ilocos region), Region III (Central Luzon) provinces",13.5250197,123.3486147
"San Vicente, San Salvador, Cabanas, Cuscatlan, La Paz, La Libertad, Usulutan provinces",13.6929403,-89.2181911
"Pingdong, Hualian, Gaoxiong, Taizhong, Tainan, Nantou, Taidong, Jianyi areas (Taiwan Sheng province)",24.1477358,120.6736482
"Loreto district (Zacatecas province), Comondu, Mulege, Baja California Sur districts (Baja California Sur province)",26.8922164,-111.9835831
"Benguet district (Cordillera Administrative region (CAR) province), Tarlac, Zambales districts (Region III (Central Luzon) province), Pangasinan district (Region I (Ilocos region) province)",16.5577257,120.8039474
"Texas, Nebraska, Oklahoma, Kansas, North Carolina, Alabama, Missouri, Arkansas, Pennsylvania, Tennessee, Mississippi, South Carolina, Kentucky provinces",35.5174913,-86.5804473
"Dallas, Tarrant, Harris, Galveston, Swisher districts (Texas province)",29.3013479,-94.7976958
"Metropolitan Manila district (National Capital region (NCR) province), Pampanga district (Region III (Central Luzon) province), Batangas, Cavite, Quezon districts (Region IV-A (Calabarzon) province), Romblon, Mindoro Oriental, Mindoro Occidental, Marinduque districts (Region IV (Southern Tagalog) province), Albay, Camarines Sur, Masbate districts (Region V (Bicol region) province), Antique district (Region VI (Western Visayas) province), Cebu district (Region VII (Central Visayas) province), Region VIII (Eastern Visayas) province",14.5995124,120.9842195
"Giampilieri, Taormina, Scaletta Zanclea, Molino towns (Messina district, Sicilia town)",38.06885,15.4694894
"Mandera district (North Eastern province), Malindi, Tana River districts (Coast province), Nyanza, Western provinces",-3.2191864,40.1168906
"Nairobi district (Nairobi province), Turkana, Laikipia, Kajiado, Koibatek, Baringo, Narok, West Pokot, Kericho, Keiyo, Marakwet, Samburu, Nakuru districts (Rift Valley province), Kilifi, Tana River, Taita Taveta districts (Coast province), Nyando district (Nyanza province), Kiambu district (Central province), Isiolo, Makueni districts (Eastern province), Homa Bay district (Nyanza province) ",0.8554988,36.0893406
"Xalapa, Huatusco, Cordoba, Orizaba, Coatepec, Xico, Teocelo, Perote districts (Veracruz province)",18.8504744,-97.1036396
"Bayanzu'rx, Xan-Uul districts (Ulaanbaatar province), Ceel, To'grog districts (Govi-Altai province), Dundgovi and To'v provinces",45.9585227,94.73308639999999
Moyogalpa district (Rivas province),11.5399857,-85.6986957
"Kanchanpur, Baitadi, Dadeldhura areas (Mahakali district, Far Western province), Kailali, Doti, Achham, Bajhang areas (Seti district, Far Western province), Bardiya, Banke areas (Bheri district, Mid Western province), Dang area (Rapti district, Mid Western province), Myagdi area (Dhawalagiri district, Western province), Jumla, Kalikot areas (Karnali district, Mid Western province)",29.2188245,80.49938569999999
"Takdoo village (Bagmati district, Central province)",7.256499600000001,80.7214417
"Chepigana, Pinogana, Kuna de Wargandi districts (Darien province), Charges, Portobelo, Santa Isabel, Colon, Donoso districts (Colon province)",8.861518799999999,-77.973865
"Lima district (Lima province), Maranon district (Huanucco province), Anta, Acomayo, Calca, Canas, Canchis, Chumbivililcas, Cusco, Paruro, Paucartambo, Quispicanchi, Urubamba districts (Cusco province), Acobamba, Angaraes, Castrovirreyna, Huancavelica districts (Huancavelica province), Abancay, Andahuaylas, Aymaraes, Cotabambas, Chincheros districts (Apurimac province), Melgar, Huancane, Azangaro, San Roman districts (Puno province), Concepcion, Huancayo, Jauja, Satipo districts (Junin province), Huanta district (Ayacucho province)",-12.046374,-77.0427934
"ARMM province (Maguindanao, Shariff Kabunsuan, Lanao del Sur (Malabang, Kapatagan, Balabagan, Pualas, Calanugas areas) districts)), Region XII province (North Cotabato district (Kabacan, Midsayap, Libungan, Pigcawayan, Alamada, Aleosan, Pikit areas), Saranggani district (Kiamba , Maasim, Malapatan, Maitum, Alabel, Glan), South Cotabato district (Banga, Tupi, Norala, Polomolok, General Santos City (Barangay West, Baranguay Bawing villages) areas), Sultan Kudarat district (Lambayong, Isulan, Esperanza, Bagumbayan, Sen Ninoy Aquino, Kalamasig areas)), Region XI province (Davao del Sur district (Jose Abad Santos, Sarangani areas))",7.1889378,124.6303372
"Botolan area (Zambales district, Region III (Central Luzon) province), Pilar, Morong, Hermosa, Dinalupihan areas (Bataan district, Region III (Central Luzon) province), Sibalom area (Antique district, Region VI (Western Visayas) province), San Erique, Pontevedra, La Carlota City, Valladolid, Hinigaran areas (Negros Occidental district, Region VI (Western Visayas) province), Bayawan city (Negros Oriental district, Region VII (Central Visayas) province)",15.2893147,120.0255588
"Aurora, Bataan, Bulacan districts (Region III (Central Luzon) province), Mindoro Occidental, Mindoro Oriental districts (Region IV (Southern Tagalog) province), Albay, Camarines Norte, Camarines Sur districts (Region V (Bicol region) province), National Capital region (NCR), Region IV-A (Calabarzon) province",13.5250197,123.3486147
"Agusan del Norte district (Region XIII (Caraga) province), Region VII (Central Visayas), Region X (Northern Mindanao) provinces",8.9456259,125.5319234
Western Area Urb district (Western Area province),8.4545561,-13.2432632
"Savsat city (Savsat district, Artvin province), Sinop town (Merkez district, Sinop province), Bogazcik area (Persembe district, Ordu province), Amasra, Kurucasile, Merkez districts (Bartin province)",41.252757,42.354672
"Trabzon city (Merkez district, Trabzon province), Giresun city (Merkez district, Giresun province)",41.0026969,39.7167633
"Kilimanjaro, Morogoro, Dodoma provinces",-6.8277556,37.6591144
Niuatoputapu island (Administrative unit not available province),-15.9566962,-173.7783322
"Camalig, Daraga, Legaspi city, Tabaco, Malilipot, Santo Domingo, Ligao, Guinobatan areas (Albay district, Region V (Bicol region) province)",13.3188992,123.7394384
"Agadez, Dabaga, Tchirozérine, Tabelote villages (Tchighozerine district, Agadez province)",16.9741689,7.986535
Bongor district (Mayo-Boneye province),10.2748807,15.3775245
"Texas, Missouri, Louisiana provinces",39.452736,-91.0587709
"Denver, Wheat Ridge, Lakewood, Arvada areas (Denver district, Colorado province)",39.766098,-105.0772063
"Ohio, Oklahoma, Kentucky, Texas, Tennessee, Pennsylvania, West Virginia, Maryland, Washington provinces",31.9685988,-99.9018131
"Hyoogo, Okayama provinces",34.6555312,133.919795
"Attapu, Xekong, Savannakhet, Salavan provinces",15.3443856,106.7175669
"Atlantico Sur, Atlantico Norte provinces",,
"Bolinao, Sual, Dagupan areas (Pangasinan district, Region I (Ilocos region) province), Rizal, Cabarroguis areas (Quirino district, Region II (Cagayan Valley) province), Mandaluyong, Manila, Marikina, Muntinlupa, Navotas, Paranaque, Pasig, Las Pinas, Caloocan, Makati, Valenzuela, Malabon, Pateros, Quezon, Taguig, San Juan, Pasay areas (Metropolitan Manila district, National Capital region (NCR) province), Balanga, Orani, Mariveles, Hermosa areas (Bataan district, Region III (Central Luzon) province), Angat, Balagtas, Baliwag, Bocaue, Bulacan, Bustos, Calumpit, Guiguinto, Hagonoy, Malolos, Marilao, Meycauayan, Plaridel, San Miguel areas (Bulacan district, Region III (Central Luzon) province), Arayal, Bacolor, Lubao, Mabelacat, San Simon, San Luis, San Fernando city, Sto.Tomas, Floridablanca, Sta.Rita areas (Pampanga district, Region III (Central Luzon) province), Licab area (Nueva Ecija district, Region III (Central Luzon) province), Magsaysay, San Jose areas (Mindoro Occidental district, Region IV (Southern Tagalog) province), Naga City, Sangay, Pasacao areas (Camarines Sur district, Region V (Bicol region) province), San Pascuan area (Masbate district, Region V (Bicol region) province), Pioduran area (Albay district, Region V (Bicol region) province), Pilar area (Sorsogon district, Region V (Bicol region) province), Zamboanga city (Zamboanga Del Sur district, Region IX (Zamboanga Peninsula) province), Kalamasig area (Sultan Kudarat district, Region XII (Soccsksargen) province), Kabugao area (Apayao district, Cordillera Administrative region (CAR) province), Kabayan area (Benguet district, Cordillera Administrative region (CAR) province), Region IV-A (Calabarzon) province",16.0432998,120.3333124
"Panay area (Capiz district, Region VI (Western Visayas) province), Negros Occidental, Negros Oriental districts (Region VII (Central Visayas) province), Region IX (Zamboanga Peninsula), Region X (Northern Mindanao), Region XI (Davao Region), Region XII (Soccsksargen), Region XIII (Caraga) provinces",10.247656,122.9888319
"Kent, Sussex districts (Delaware province), Atlantic, Burlington, Cape May, Cumberland, Monmouth, Ocean districts (New Jersey province), Virginia, New York, North Carolina, Pennsylvannia provinces",38.9351125,-74.90600529999999
"Binh Dinh, Da Nang City, Dak Lak, Gia Lai, Ha Tinh, Thua Thien - Hue, Kon Tum, Lam Dong, Phu Yen, Quang Binh, Quang Nam, Quang Ngai, Quang Tri provinces",14.3497403,108.0004606
"Batken, Bishkek, Jalal-Abad, Naryn, Osh, Talas, Ysyk-Kol provinces",42.8746212,74.5697617
"Agadez, Diffa, Dosso, Maradi, Tahoua, Tillaberi, Zinder, Niamey provinces",14.8904575,5.2579968
"Far Western, Mid Western provinces",,
"Kanem, Barl El Gazal, Lac, Batha Est, Batha Ouest, Guera, Sila, Salamat, Ouaddai, Hadjer Lamis provinces",14.0068061,19.7591675
"Mie, Aiti, Gifu, Siga, Wakayama, Miyagi, Saitama provinces",34.2303678,135.1707405
Maine province,45.253783,-69.4454689
"Veneto province, Milano district (Lombardia province), Friuli-venezia Giulia province",46.2259177,13.1033646
"Sardegna, Sicilia provinces",40.1208752,9.012892599999999
"Yamaguti, Tottori provinces",35.5011082,134.2351011
Hukuoka province,33.5901838,130.4016888
All country,,
"Kapedo, Lokori areas (East Pokot district)",1.6210076,35.3905046
"East Pokot, Turkana East",3.3122477,35.5657862
"Kampong Thom, Kratie, Mondul Kiri, Preah Vihear, Ratanak Kiri, Stung Treng provinces",12.7879427,107.1011931
Kaoh Nheaek district (Mondul Kiri province),13.0755436,107.0362272
"Xebangfay, Nongbok, Mahaxay districts (Khammouan province)",17.4043891,105.2662931
"Greater Monrovia district (Montserrado province), Grand Cape Mount, Grand Gedeh provinces",6.2765561,-10.6872457
"Vavuniya district (Northern province), Ratnapura district (Sabaragamuwa province), Kalutara district (Western province)",8.7542029,80.4982402
Colombo district (Western province),6.9269557,79.8617306
"Batticaloa, Ampara districts (Eastern province)",6.930044,81.3678962
"Kandy, Colombo, Gampaha, Kalutara, Keaglle, Kurunegala, Rathnapura, Hambantota, Batticoloa, Matara, Anuradhapura, Matale, districts",7.0840484,80.0098314
"Rabat town (Rabat district, Rabat - Salé - Zemmour - Zare), Agadir town (Agadir - Ida Ou Tanane district, Souss - Massa - Draâ province)",30.4280405,-9.5925444
"Mananjary, Irondro",-21.3982752,47.9787391
"Tlalnepantla de Baz, Atizapen De Zaragoza districts (Mexico province)",19.5345279,-99.19073639999999
Tabasco province,17.8409173,-92.6189273
"Ecatepec, Coacalco, Tultitlan district (Mexico district)",19.6627587,-99.0714866
"Chiquihuitlan de Benito Juarez, Cuyamecalco Villa de Zaragoza, San Andres Teotilalpam, San Juan Bautista Tlacoatzintepec, San Pedro Teutila, Santa Maria Tlalixtac area (Cuicatlan district, Oaxaca province), San Bartolome Ayautla, San Juan Coatzospam, Teotitlan de Flores Magan areas (Teotitlan district, Oaxaca province), San Felipe Jalapa de Diaz, San Felipe Usila, San Lucas Ojitlan, San Pedro Ixcatlan areas (Tuxtepec district, Oaxaca province)",17.9753235,-96.70257959999999
Tabasco province,17.8409173,-92.6189273
"Tabasco, Veracruz, Quintana Roo, Nayarit, Jalisco, Guerrero",21.7513844,-104.8454619
"Kayes, Bamako, Koulikoro, Sikasso, Segou, Mopti, Tombouctou, Gao provinces",12.6392316,-8.0028892
"Hpakant area (Myitkyina district, Kachin province)",25.6537458,97.6114217
"Arxangai, Bayanxongor, Bayan-O'lgii, Govi-Altai, Dungdovi, To'v, O'mnogovi, O'vorxangai, Uvs, Zavxan, Xovd, Xo'vsgol provinces",49.1030202,91.7216426
"Zambesia, Cano Delgado, Nampula, Manica provinces",-15.1266347,39.2687161
"Neno, Tsangano districts",-15.3717489,34.4447798
Rosso district (Trarza province),16.5163413,-15.802612
Karonga district (Northern Region province),-9.9036365,33.9750018
Karonga district (Northern Region province),-9.9036365,33.9750018
"Blantyre, Zomba, Thyolo, Mwanza, Lilongwe",-13.9626121,33.7741195
"Kedah, Terengganu, Kelantan, Perak provinces",5.093634199999999,102.989615
"Hulu Terengganu, Besut, Setiu, Dungun, Marang, Kemaman districts (Terengganu province)",5.207711,103.204944
"Zamfara, Kaduna, Niger, Benue, Adamawa, Nassarawa, Sokoto, Jigawa, Abuja provinces",9.0764785,7.398574
Lagos province,6.5243793,3.3792057
Adamawa state,9.3264751,12.3983853
Prinzapolka district (Atlantico Norte province),13.408266,-83.5643063
,,
"Sankhuwasabha area (Koshi district, Eastern province)",27.617367,87.30161319999999
"Saptari (Sagarmatha district, Eastern province), Bara (Narayani district, Central province)",26.619097,86.7818523
"Achham, Baitadi, Bahjang, Jumla, Kalikot, Kanchanpur, Pyuthan, Rolpa, Jajarkot, Rukum, Dailekh, Salyan, Doti, Surkhet, Dolpa, Dailekh, Dang, Bajura, Dadeldhura, Makwanpur, Dhading, Kailali, Sarlahi districts",28.7396466,82.2039882
"Ismalia, Kalu Khan, Adina villages (Swabi district, North-West Frontier province), Shahbaz Garrhi, Garryala villages (Mardan district, North-West Frontier province)",34.2120693,72.300032
"Karachi Central, Karachi East, Karachi South, Karachi West districts (Sindh province)",24.9551104,67.058374
"Ayachuco, Carmen Alto municipality (Huamanga district, Ayacucho province)",-13.1638737,-74.22356409999999
"Amazonas, Ancash, Apurimac, Arequipa, Ayacucho, Cajamarca, Cusco, Huancavelica, Huanuco provinces",-12.7861978,-74.9764024
,,
"Norala, Sto. Nino areas (South Cotabato district, Region XII (Soccsksargen) province)",6.4371507,124.6744413
"Valencia City area (Bukidnon district, Region X province)",7.8631903,125.1708741
"Santolan, Sta Lucia, Maybunga baranguays villages (Pasig City area, Metropolitan Manila district, NCR province), Malanday village (Marikina City area, Metropolitan Manila district, NCR province)",14.5762821,121.0850494
"Dingras, Nueva Era, Paoay, Batac, Adams, Pinili, Piddig, San Nicolas, Banna, Marcos, Solsona, Sarrat, Pasuqion areas (Ilocos Norte district, Region I (Ilocos region) province), Naic, Kawit, Noveleta, Bacoor, Cavite areas (Cavite district, Region IV-A (Calabarzon) province), San Mateo, Rodriguez areas (Rizal district, Region IV-A (Calabarzon) province), Passig, Las Pinas, Marikina, Quezon, Taguig areas (Metropolitan Manila district, National Capital region (NCR) province)",16.0832144,120.6199895
"Tewai-Siassi, Finschafen, Huon, Nawae, Kabwum, Lae, Wasu (Morobe province); Goroka, Daulo (Eastern Highlands); Mt Hagen (Western Highlands); Madang (Madang); Angoram (East Sepik)",-5.2218841,145.7856324
"Menyamya district (Morobe province); Goroka, Daulo; Obura Wonenara, Lufa (Eastern Highlands); Madang (Madang), Angoram (East Speik)",-7.1112357,145.9943465
Menyamya,-7.1112357,145.9943465
"Chojnice district (Pomorskie province), Krotoszyn, Poznan districts (Wielkopolskie province), Wroclaw district (Dolnoslaskie province), Lodz district (Lodzkie province)",51.69619119999999,17.4346413
"Dolnoslaskie, Kujawsko-Pomorskie, Lodzkie, Lubeiskie, Lubuskie, Malopolske, Mazowieckie, Opolskie, Podkarpackie, Podlaskie, Pomorskie, Slaskie, Swietokrzyskie, Warminsko-Mazurskie, Wielkopolskie, Zachodnio-Pomorskie provinces",52.2274612,15.2559103
"Neembucu, San Pedro, Paraguari, Cordillera, Canindeyu, Caaguazu provinces",-25.4645818,-56.013851
"Alto Parana, Itapua, Misiones, Neembucu provinces",-26.8664922,-55.9027034
,,
"Boqueron, Presidente Hayes, Alto Paraguay, Concepción, Neembucú provinces",-23.3512605,-58.73736339999999
"Alba, Arad, Arges, Bacau, Bihor, Bistrita-nasaud, Botosani, Braila, Brasov, Bucuresti, Buzau, Calarasi, Caras-severin, Cluj, Constanta, Covasna, Dimbovita, Dolj, Galati, Giurgiu, Gorj, Harghita, Hunedoara, Ialomita, Iasi, Maramures, Mehedinti, Mures, Neamt, Olt, Prahova, Salaj, Satu Mare, Sibiu, Suceava, Teleorman, Timis, Tulcea, Vaslui, Vilcea, Vrancea provinces",45.52296150000001,23.0665072
"Jeddah, Mecca cities (Makkah province)",21.3890824,39.8579118
"Khartoum, Blue Nile, Northern, Kassala, Northern Kordofan, Sennar provinces",15.5006544,32.5598994
"Dakar, Saint louis, Kaolack, Kaffrine, Thies, Sedhiou, Fatick, Matam, Tambacounda, Kedougou, Kolda provinces",13.7725888,-13.6710059
,,
"Ahuachapan, Cabanas, Chalatenango, Cuscatlan, La Libertad, La Paz, La Union, Morazan, San Miguel, San Salvador, San Vicente, Santa Ana, Sonsonate, Usulutan provinces",14.0411955,-88.9395184
"Belet Weyne district (Hiraan province), Ceel Waaq, Belet Xaawo districts (Gedo province)",2.6861757,41.441251
"Walia, Kamda, Toukra, Habena, Chagoua, Moursal boroughs (Ndjamena district, Hadjer Lamis province)",12.0890435,15.0830289
Maritime province,,
"Songkhla, Narathiwat, Pattani, Yala, Chumphon, Surat Thani, Nakhon Si Thammarat, Phatthalung provinces",7.189765899999998,100.5953813
"Gabes, Gafsa, Monastir, Mahdia, Sfax, Tozeur, Kasserine provinces",34.739822,10.7600196
"Ikitelli, Halkali, Basaksehir villages (K.cekmece district, Istanbul province), Kilyos village (Sariyer district, Istanbul province), Silivri, Catalca districts (Istanbul province), Kumbag city (Merkez district, Tekirdag province), Saray district (Tekirdag province)",41.24919999999999,29.0375
"Kongwa, Pandambili areas (Kongwa district, Dodoma province), Mpwapwa area (Mpwapwa district, Dodoma province), Kilosa kwa Mpepo area (Ulanga district, Morogoro province), Mtunani area (Kisarawe district, Pwani province), Liwanga area (Tunduru district, Ruvuma province), Kilwa district (Lindi province), Shinyanga, Mwanza, Mara, Arusha provinces",-9.188799,36.005852
Hendeni district (Tanga region),-5.4236342,38.0261079
"Karambi, Nyakiyumbu, Kitholhu, Ihandiro, Bwera sub-counties (Bukonzo West constituency)",0.0364501,29.7599761
"Busia, Kampala districts",0.3151692,32.5816313
"Dones'tka, Krym provinces",45.3453029,34.4997274
"Artigas, Cerro Largo, Paysandu, Salto, Treinta Y Tres provinces",-33.2321442,-54.3866828
"Illinois, Missouri provinces",37.9642529,-91.8318334
"Alabama, North Carolina, South Dakota, Pennsylvania, Texas, Oklahoma provinces",31.9685988,-99.9018131
"Douglas, Floyd, Carroll, Fulton, DeKalb, Cobb, Clayton, Gwinnett districts (Georgia province), Alabama, North Carolina,Tennessee provinces",33.9190653,-84.01674229999999
"Los Angeles, Monterey districts (California province)",34.098006,-118.2146326
"Amazonas, Anzoategui, Apure, Aragua, Barinas, Bolivar, Carabobo, Cojedes, Delta Amacuro, Dependencias Federales, Falcon, Guarico, Lara, Merida, Miranda, Monagas, Nueva Esparta, Portuguesa, Sucre, Tachira, Trujillo, Yaracuy, Zulia, Vargas, Distrito Capital provinces",9.6212815,-69.79868700000002
"Bac Kan, Cao Bang, Ha Giang, Lai Chau provinces",22.1442685,105.8345426
"Binh Dinh, Da Nang City, Gia Lai, Ha Tinh, Kon Tum, Nghe An, Quang Binh, Quang Nam, Quang Ngai, Quang Tri, Thua Thien - Hue provinces",16.7403074,107.1854679
Bac Tra My district (Quang Nam province),15.3202715,108.214028
"Veneto, Toscana, Liguria, Valle D'aosta, Lombardia, Friuli-venezia Giulia, Sicilia provinces",46.2259177,13.1033646
